axis,ad,process_model,dataset_name,f1,precision,recall
Case,MediumDAE,Medium,medium-0.3-1,0.22535211267605632,0.5,0.14545454545454545
Case,MediumDAE-Leaky-10,Medium,medium-0.3-1,0.22535211267605632,0.5,0.14545454545454545
Case,MediumDAE-Leaky-100,Medium,medium-0.3-1,0.22535211267605632,0.5,0.14545454545454545
Case,MediumDAE-Leaky-150,Medium,medium-0.3-1,0.22535211267605632,0.5,0.14545454545454545
Case,MediumDAE-Leaky-200,Medium,medium-0.3-1,0.22535211267605632,0.5,0.14545454545454545
Case,MediumDAE-Leaky-25,Medium,medium-0.3-1,0.256720563436167,0.6666666666666666,0.15896805896805896
Case,MediumDAE-Leaky-250,Medium,medium-0.3-1,0.22535211267605632,0.5,0.14545454545454545
Case,MediumDAE-Leaky-300,Medium,medium-0.3-1,0.4006013530443498,0.7,0.2805896805896806
Case,MediumDAE-Leaky-350,Medium,medium-0.3-1,0.2740581690415772,0.6666666666666666,0.17248157248157248
Case,MediumDAE-Leaky-50,Medium,medium-0.3-1,0.22535211267605632,0.5,0.14545454545454545
Case,MediumLTNFROZEN-10,Medium,medium-0.3-1,0.4718679208302883,0.6207430340557275,0.38058968058968057
Case,MediumLTNFROZEN-100,Medium,medium-0.3-1,0.49452347514163286,0.6769179894179894,0.38955773955773954
Case,MediumLTNFROZEN-150,Medium,medium-0.3-1,0.4029640364404313,0.5977272727272727,0.30393120393120393
Case,MediumLTNFROZEN-200,Medium,medium-0.3-1,0.31927710843373497,0.4732142857142857,0.2409090909090909
Case,MediumLTNFROZEN-25,Medium,medium-0.3-1,0.42791127742665375,0.7227272727272727,0.30393120393120393
Case,MediumLTNFROZEN-250,Medium,medium-0.3-1,0.385404859871128,0.5727272727272728,0.2904176904176904
Case,MediumLTNFROZEN-300,Medium,medium-0.3-1,0.5740248621660665,0.6766994266994266,0.4984029484029484
Case,MediumLTNFROZEN-350,Medium,medium-0.3-1,0.6004203009482632,0.6447507953340403,0.5617936117936118
Case,MediumLTNFROZEN-50,Medium,medium-0.3-1,0.3689278375964743,0.6155844155844156,0.2633906633906634
