axis,ad,process_model,dataset_name,f1,precision,recall
Case,MediumDAE,Medium,medium-0.3-1,0.22535211267605632,0.5,0.14545454545454545
Case,MediumDAE-Leaky-10,Medium,medium-0.3-1,0.22535211267605632,0.5,0.14545454545454545
Case,MediumDAE-Leaky-100,Medium,medium-0.3-1,0.22535211267605632,0.5,0.14545454545454545
Case,MediumDAE-Leaky-150,Medium,medium-0.3-1,0.25134347685335057,0.6,0.15896805896805896
Case,MediumDAE-Leaky-200,Medium,medium-0.3-1,0.2719876017047656,0.6428571428571428,0.17248157248157248
Case,MediumDAE-Leaky-25,Medium,medium-0.3-1,0.22535211267605632,0.5,0.14545454545454545
Case,MediumDAE-Leaky-250,Medium,medium-0.3-1,0.22535211267605632,0.5,0.14545454545454545
Case,MediumDAE-Leaky-300,Medium,medium-0.3-1,0.42077728724889113,0.7391304347826086,0.2941031941031941
Case,MediumDAE-Leaky-350,Medium,medium-0.3-1,0.28785615340739334,0.6363636363636364,0.185995085995086
Case,MediumDAE-Leaky-50,Medium,medium-0.3-1,0.25134347685335057,0.6,0.15896805896805896
Case,MediumLTNFROZEN-10,Medium,medium-0.3-1,0.500533778148457,0.6727272727272727,0.3985257985257985
Case,MediumLTNFROZEN-100,Medium,medium-0.3-1,0.4781445650495202,0.7589285714285714,0.349017199017199
Case,MediumLTNFROZEN-150,Medium,medium-0.3-1,0.40569573283858995,0.6727272727272727,0.2904176904176904
Case,MediumLTNFROZEN-200,Medium,medium-0.3-1,0.47449934055879345,0.6299342105263157,0.38058968058968057
Case,MediumLTNFROZEN-25,Medium,medium-0.3-1,0.4055478639854474,0.7245762711864407,0.28157248157248155
Case,MediumLTNFROZEN-250,Medium,medium-0.3-1,0.5313892124295314,0.6097350230414746,0.47088452088452093
Case,MediumLTNFROZEN-300,Medium,medium-0.3-1,0.514565410065484,0.6392314990512334,0.4305896805896806
Case,MediumLTNFROZEN-350,Medium,medium-0.3-1,0.5693154610752377,0.708041958041958,0.476044226044226
Case,MediumLTNFROZEN-50,Medium,medium-0.3-1,0.3151515151515151,0.4727272727272727,0.23636363636363636
